Days,Temperature,Humidity,Organic compound(Air) Level,Air Quality Level,Pressure(Kpa),Altitude(m)
,16,53.3,1571,1815,1.01,1.58
,16,53.4,1580,1808,1.01,1.75
,15.9,53.3,1569,1794,1.01,2.08
,15.9,53.3,1590,1818,1.01,1
,15.9,53.3,1584,1808,1.01,1.25
,15.9,53.3,1577,1819,1.01,1.42
,15.9,53.3,1586,1819,1.01,1.58
,15.8,53.2,1585,1813,1.01,1.25
,15.8,53.3,1585,1824,1.01,1.08
,15.8,53.3,1580,1821,1.01,1.08
,15.8,53.3,1586,1823,1.01,1.5
,15.7,53.3,1584,1811,1.01,0.75
,15.7,53.2,1593,1831,1.01,0.33
,15.7,53.1,1613,1820,1.01,1.08
,15.7,53.2,1593,1817,1.01,0.92
,15.7,53.3,1582,1815,1.01,1.5
,15.6,53.2,1587,1815,1.01,1.83
,15.6,53.2,1597,1827,1.01,0.75
,15.6,53.3,1589,1823,1.01,1.25
,15.6,53.2,1582,1831,1.01,1.17
,15.6,53.2,1589,1818,1.01,1.25
,15.5,53.1,1588,1825,1.01,1
,15.5,53.1,1617,1819,1.01,1
,15.5,53.1,1585,1779,1.01,0.75
,15.5,53.1,1590,1757,1.01,1.25
,15.4,53.2,1596,1819,1.01,0.75
,15.4,53.1,1591,1807,1.01,1.08
,15.4,53.3,1591,1826,1.01,1.5
,15.4,53.3,1593,1823,1.01,1.58
,15.4,53.2,1584,1808,1.01,1.08
,15.4,53.2,1591,1821,1.01,1.17
,15.4,53.1,1587,1814,1.01,1.08
,15.4,53.1,1594,1809,1.01,1
,15.3,53.1,1587,1808,1.01,0.67
,15.3,53.2,1594,1818,1.01,0.75
,15.3,53.1,1585,1809,1.01,1.17
,15.3,53.1,1581,1825,1.01,1.17
,15.3,53,1586,1812,1.01,1
,15.2,53,1586,1813,1.01,1.25
,15.2,53,1584,1829,1.01,1.25
,15.2,53.1,1593,1824,1.01,1.33
,15.2,53,1587,1823,1.01,1.58
,15.2,53,1597,1824,1.01,1.33
,15.2,53,1596,1821,1.01,1.5
,15.1,52.9,1585,1814,1.01,1.25
,15.1,52.9,1597,1872,1.01,1.58
,15.1,53,1626,1819,1.01,1
,15.1,52.9,1582,1823,1.01,0.92
,15.1,53,1664,1818,1.01,1
,15.1,53.1,1597,1826,1.01,1.08
,15.1,53,1597,1827,1.01,0.92
,15,52.9,1596,1823,1.01,0.92
,15,52.9,1600,1840,1.01,1.17
,15,52.9,1584,1809,1.01,1.25
,15,53,1592,1823,1.01,1.67
,15,53,1604,1823,1.01,1.25
,14.9,53,1596,1821,1.01,1.17
,14.9,52.9,1593,1823,1.01,1.17
,14.9,52.8,1597,1821,1.01,1.17
,14.9,52.8,1594,1819,1.01,1.58
,14.9,52.8,1589,1822,1.01,0.92
,14.8,52.8,1587,1818,1.01,1.42
,14.9,53,1597,1827,1.01,1.08
,14.9,52.9,1595,1820,1.01,1.33
,14.8,52.8,1595,1805,1.01,1.17
,14.8,52.9,1567,1821,1.01,1.25
,14.8,52.8,1597,1811,1.01,1.25
,14.8,52.9,1613,1826,1.01,1.08
,14.8,53,1597,1813,1.01,1.91
,14.7,52.8,1597,1820,1.01,1.25
,14.7,52.8,1599,1814,1.01,1.75
,14.7,52.9,1588,1821,1.01,1
,14.7,53,1582,1813,1.01,1.25
,14.6,52.9,1602,1818,1.01,1.5
,14.6,53,1598,1813,1.01,1.17
,14.6,53,1600,1819,1.01,0.92
,14.6,53,1599,1813,1.01,1
,14.6,53,1600,1819,1.01,1
,14.5,53,1597,1809,1.01,1.67
,14.5,53.1,1596,1819,1.01,1.17
,14.5,53.2,1619,1826,1.01,1.17
,14.5,53.3,1602,1826,1.01,1.25
,14.5,53.6,1596,1815,1.01,1
,14.5,53.6,1601,1823,1.01,1.58
,14.5,53.6,1598,1826,1.01,1.25
,14.5,53.7,1585,1823,1.01,1.5
,14.4,53.8,1590,1808,1.01,1.25
,14.4,54,1594,1807,1.01,1
,14.4,54,1599,1812,1.01,0.83
,14.3,54.2,1600,1819,1.01,1.17
,14.3,54.5,1589,1822,1.01,1.17
,14.3,54.7,1606,1818,1.01,2
,14.3,54.9,1604,1822,1.01,1.33
,14.3,55.2,1602,1805,1.01,1
,14.2,55.3,1605,1805,1.01,0.67
,14.2,55.6,1608,1742,1.01,1.25
,14.2,55.8,1584,1818,1.01,1.33
,14.1,56.1,1606,1817,1.01,1
,14.1,56.4,1600,1808,1.01,1.5
,14.1,56.6,1600,1793,1.01,1.75
,14.1,56.8,1607,1812,1.01,0.75
,14.1,57.1,1610,1817,1.01,0.75
,14.1,57.5,1598,1793,1.01,0.83
,14,57.7,1613,1809,1.01,-0.5
,14,58,1585,1823,1.01,0
,14,58.4,1615,1821,1.01,-0.67
,14,58.9,1616,1822,1.01,0.17
,14,59.2,1601,1807,1.01,0.17
,14,59.6,1610,1808,1.01,0.08
,14,60,1612,1813,1.01,-0.25
,14,60.7,1616,1840,1.01,0.17
,14,61.4,1602,1806,1.01,-0.25
,13.9,61.9,1617,1815,1.01,-0.5
,13.9,62.6,1606,1797,1.01,-0.33
,13.9,63.2,1620,1799,1.01,0.33
,13.9,63.7,1616,1799,1.01,-0.17
,13.9,64.4,1637,1813,1.01,-0.5
,13.9,65.1,1626,1821,1.01,-0.17
,13.9,65.8,1626,1825,1.01,0.08
,13.9,66.5,1633,1824,1.01,-0.33
,13.9,67,1626,1822,1.01,-0.08
,13.9,67.4,1615,1831,1.01,-0.25
,14,68.1,1629,1825,1.01,0.17
,14,68.6,1635,1832,1.01,0.17
,14,69.1,1631,1833,1.01,0.5
,14,69.7,1638,1831,1.01,0.17
,14,70.3,1637,1823,1.01,0.17
,14,70.6,1637,1817,1.01,0.5
,14,71.1,1627,1821,1.01,0.25
,14,71.6,1619,1807,1.01,-0.42
,14,72,1645,1826,1.01,0.08
,14.1,72.5,1722,1824,1.01,0.08
,14.1,73,1627,1808,1.01,0
,14.1,73.6,1628,1798,1.01,0.08
,14.1,74,1637,1813,1.01,0.67
,14.1,74.5,1644,1808,1.01,0.33
,14.1,74.9,1641,1823,1.01,0.42
,14.2,75.4,1680,1821,1.01,-0.17
,14.2,75.9,1647,1809,1.01,0.17
,14.2,76.4,1648,1827,1.01,0.42
,14.2,76.8,1654,1819,1.01,-0.08
,14.2,77.1,1638,1831,1.01,-0.33
,14.3,77.6,1637,1814,1.01,1
,14.2,77.9,1646,1823,1.01,0.17
,14.3,78.3,1655,1823,1.01,0
,14.3,78.7,1646,1828,1.01,0.33
,14.3,79.1,1653,1824,1.01,1.08
,14.3,79.4,1639,1826,1.01,1.75
,14.3,79.6,1635,1818,1.01,0.83
,14.3,80.1,1651,1817,1.01,0.5
,14.3,80.3,1655,1829,1.01,-0.17
,14.4,80.8,1663,1831,1.01,-0.33
,14.4,81.2,1678,1831,1.01,-0.08
,14.4,81.7,1648,1821,1.01,-0.25
,14.4,82,1651,1831,1.01,0
,14.4,82.4,1664,1833,1.01,0.08
,14.5,82.6,1677,1827,1.01,0.5
,14.5,83,1661,1830,1.01,0.08
,14.5,83.3,1664,1829,1.01,0.08
,14.5,83.5,1670,1802,1.01,0.67
,14.5,83.8,1654,1834,1.01,-0.5
,14.6,84.2,1664,1834,1.01,0.58
,14.6,84.4,1668,1837,1.01,0.58
,14.6,84.7,1669,1834,1.01,1.08
,14.7,85.2,1665,1827,1.01,0.58
,14.7,85.3,1671,1838,1.01,0.92
,14.7,85.5,1669,1838,1.01,0.33
,14.8,85.9,1664,1827,1.01,0.75
,14.8,86,1662,1808,1.01,0.58
,14.8,86,1741,1814,1.01,1.25
,14.8,86.3,1663,1819,1.01,1.25
,14.9,86.6,1675,1803,1.01,1.58
,14.9,86.8,1676,1827,1.01,1.25
,14.9,87.2,1668,1834,1.01,1.75
,15,87.4,1674,1838,1.01,1.42
,15,87.7,1675,1840,1.01,1
,15,88,1676,1831,1.01,1.58
,15,88,1667,1827,1.01,1.5
,15.1,88,1702,1831,1.01,1.58
,15.1,88.2,1675,1821,1.01,1.5
,15.1,88.4,1680,1821,1.01,1.58
,15.2,88.5,1670,1835,1.01,1.75
,15.2,88.7,1685,1828,1.01,1.58
,15.2,88.7,1681,1819,1.01,1.5
,15.2,88.8,1680,1825,1.01,2.08
,15.3,89,1682,1821,1.01,1
,15.3,89.1,1678,1824,1.01,1.58
,15.3,89.3,1681,1820,1.01,3.08
,15.3,89.3,1681,1834,1.01,3.25
,15.3,89.5,1670,1811,1.01,2.33
,15.3,89.5,1673,1825,1.01,2.33
,15.3,89.7,1686,1831,1.01,2.41
,15.4,90,1680,1795,1.01,2
,15.4,90,1686,1838,1.01,1.83
,15.4,90,1694,1826,1.01,2.66
,15.4,90.1,1691,1833,1.01,1.33
,15.4,90.2,1685,1836,1.01,1.91
,15.4,90.2,1689,1835,1.01,2.16
,15.5,90.3,1684,1826,1.01,2.33
,15.4,90.4,1682,1821,1.01,1.91
,15.5,90.5,1691,1838,1.01,2
,15.5,90.5,1691,1829,1.01,2.25
,15.5,90.5,1694,1838,1.01,2
,15.5,90.6,1685,1837,1.01,2.25
,15.5,90.6,1687,1831,1.01,2.66
,15.5,90.7,1674,1823,1.01,2.83
,15.5,90.8,1691,1831,1.01,2.33
,15.5,90.9,1687,1835,1.01,3.08
,15.5,90.9,1693,1835,1.01,2.75
,15.5,91,1691,1829,1.01,4
,15.6,91.1,1696,1841,1.01,2.33
,15.5,91.1,1698,1837,1.01,2.91
,15.6,91.2,1683,1825,1.01,2.58
,15.6,91.3,1684,1821,1.01,3.58
,15.6,91.3,1699,1835,1.01,2.16
,15.6,91.4,1695,1828,1.01,2.66
,15.6,91.4,1697,1835,1.01,2.58
,15.6,91.5,1695,1840,1.01,2.91
,15.6,91.5,1726,1820,1.01,2.58
,15.6,91.6,1699,1828,1.01,2.41
,15.6,91.6,1701,1834,1.01,2.83
,15.6,91.6,1696,1827,1.01,2.58
,15.6,91.7,1697,1839,1.01,3.25
,15.6,91.8,1700,1837,1.01,3
,15.6,91.9,1698,1830,1.01,3.08
,15.6,91.9,1697,1835,1.01,2.41
,15.7,92,1698,1794,1.01,3
,15.7,92,1699,1832,1.01,3
,15.7,92,1692,1816,1.01,3.5
,15.7,92.1,1697,1826,1.01,2.91
,15.7,92.1,1701,1845,1.01,3.16
,15.7,92.2,1701,1840,1.01,3.33
,15.7,92.3,1745,1840,1.01,3.16
,15.7,92.3,1648,1829,1.01,2.66
,15.7,92.3,1703,1834,1.01,3.16
,15.7,92.4,1702,1834,1.01,3.41
,15.7,92.4,1699,1831,1.01,3.58
,15.7,92.5,1701,1872,1.01,3.58
,15.7,92.5,1694,1827,1.01,3.83
,15.7,92.5,1701,1840,1.01,3.5
,15.7,92.6,1710,1830,1.01,3.58
,15.8,92.6,1710,1839,1.01,3.08
,15.7,92.7,1709,1839,1.01,3.33
,15.7,92.8,1708,1829,1.01,3
,15.7,92.8,1697,1841,1.01,3.33
,15.7,92.8,1710,1751,1.01,4.08
,15.7,92.9,1709,1839,1.01,3.25
,15.8,92.9,1697,1821,1.01,3.58
,15.8,93,1710,1840,1.01,3.58
,15.7,93,1706,1888,1.01,3.08
,15.8,93,1710,1838,1.01,3.16
,15.7,93.1,1709,1817,1.01,3.41
,15.8,93.2,1712,1829,1.01,3.66
,15.7,93.2,1710,1826,1.01,3.66
,15.7,93.3,1696,1819,1.01,3.5
,15.8,93.3,1712,1836,1.01,4
,15.7,93.4,1698,1810,1.01,3.41
,15.7,93.4,1711,1829,1.01,3.58
,15.8,93.5,1711,1835,1.01,3.16
,15.8,93.6,1712,1839,1.01,3.25
,15.8,93.7,1712,1835,1.01,3.66
,15.8,93.7,1712,1823,1.01,3.83
,15.7,93.7,1713,1835,1.01,3.16
,15.7,93.7,1709,1827,1.01,3
,15.7,93.8,1712,1831,1.01,3.75
,15.7,93.8,1712,1831,1.01,3.41
,15.7,93.9,1710,1826,1.01,3.5
,15.7,94,1713,1840,1.01,3.41
,15.7,94,1715,1839,1.01,3.25
,15.7,94.1,1702,1834,1.01,3.08
,15.7,94.1,1717,1843,1.01,3.33
,15.7,94.1,1712,1827,1.01,2.66
,15.7,94.1,1713,1833,1.01,3.33
,15.7,94.2,1708,1815,1.01,3.33
,15.7,94.3,1713,1834,1.01,3.33
,15.7,94.3,1712,1827,1.01,3.91
,15.7,94.3,1716,1838,1.01,3.33
,15.7,94.4,1712,1827,1.01,3.08
,15.7,94.4,1719,1833,1.01,3.33
,15.7,94.5,1713,1806,1.01,3.58
,15.7,94.5,1745,1830,1.01,2.91
,15.7,94.6,1717,1838,1.01,3.16
,15.7,94.6,1711,1838,1.01,3.41
,15.7,94.6,1674,1841,1.01,3.41
,15.7,94.7,1710,1822,1.01,3.66
,15.7,94.7,1719,1829,1.01,3.16
,15.7,94.7,1714,1811,1.01,3.08
,15.7,94.8,1710,1822,1.01,2.83
,15.7,94.8,1712,1835,1.01,3.41
,15.7,94.9,1719,1833,1.01,3.33
,15.7,94.9,1717,1827,1.01,3.16
,15.7,95,1714,1840,1.01,3.41
,15.7,95,1718,1840,1.01,3.16
,15.7,95.1,1721,1830,1.01,2.83
,15.7,95.1,1715,1838,1.01,2.91
,15.7,95.2,1726,1841,1.01,3.41
,15.7,95.3,1724,1845,1.01,3.83
,15.7,95.3,1719,1834,1.01,2.83
,15.7,95.3,1712,1838,1.01,3
,15.7,95.3,1719,1839,1.01,3
,15.7,95.3,1719,1830,1.01,3.66
,15.7,95.3,1715,1840,1.01,3.5
,15.7,95.4,1719,1839,1.01,3.25
,15.7,95.4,1719,1818,1.01,3
,15.7,95.5,1707,1808,1.01,3.5
,15.7,95.6,1714,1841,1.01,3.25
,15.7,95.6,1718,1827,1.01,3.5
,15.7,95.6,1725,1838,1.01,2.91
,15.7,95.6,1725,1826,1.01,3.08
,15.7,95.7,1701,1835,1.01,3.5
,15.7,95.8,1712,1813,1.01,3.16
,15.7,95.8,1712,1825,1.01,2.66
,15.7,95.8,1727,1834,1.01,2.83
,15.7,95.9,1723,1823,1.01,3.33
,15.7,95.9,1734,1838,1.01,3.08
,15.7,96,1777,1836,1.01,3.25
,15.7,96,1728,1827,1.01,3.25
,15.7,96.1,1725,1833,1.01,3.91
,15.7,96,1728,1827,1.01,3.41
,15.7,96.1,1728,1830,1.01,3.25
,15.7,96.1,1730,1840,1.01,3.41
,15.7,96.1,1723,1831,1.01,3.58
,15.7,96.2,1726,1834,1.01,3.25
,15.7,96.2,1726,1825,1.01,2.58
,15.7,96.2,1722,1840,1.01,3.41
,15.7,96.3,1723,1819,1.01,2.91
,15.7,96.3,1727,1834,1.01,2.91
,15.7,96.4,1729,1835,1.01,2.75
,15.7,96.4,1728,1834,1.01,3.08
,15.6,96.4,1721,1840,1.01,3.25
,15.6,96.5,1728,1831,1.01,2.5
,15.7,96.5,1728,1817,1.01,3.16
,15.6,96.5,1729,1840,1.01,3.41
,15.7,96.6,1738,1838,1.01,3.08
,15.6,96.6,1729,1840,1.01,3.41
,15.7,96.7,1762,1797,1.01,3
,15.7,96.6,1730,1827,1.01,3.08
,15.6,96.6,1728,1821,1.01,2.83
,15.6,96.7,1731,1826,1.01,3.16
,15.6,96.7,1722,1871,1.01,3.25
,15.7,96.8,1825,1839,1.01,3
,15.7,96.8,1722,1840,1.01,3.25
,15.7,96.9,1732,1839,1.01,4.16
,15.7,96.9,1727,1840,1.01,4.25
,15.7,96.9,1731,1841,1.01,3.08
,15.7,96.9,1735,1829,1.01,3.66
,15.7,96.9,1734,1808,1.01,3.33
,15.7,96.9,1734,1819,1.01,3.33
,15.7,97,1729,1830,1.01,3.58
,15.7,97.1,1719,1835,1.01,3.5
,15.7,97.1,1715,1839,1.01,3.66
,15.7,97.1,1732,1839,1.01,3.75
,15.7,97.1,1730,1841,1.01,3.41
,15.7,97.1,1738,1844,1.01,3.91
,15.7,97.1,1724,1839,1.01,3.5
,15.7,97.1,1735,1837,1.01,3.33
,15.7,97.2,1730,1839,1.01,3.91
,15.7,97.2,1734,1827,1.01,3.25
,15.7,97.2,1721,1837,1.01,3.83
,15.7,97.3,1728,1845,1.01,3.91
,15.7,97.3,1737,1837,1.01,3.25
,15.7,97.3,1735,1840,1.01,3.33
,15.7,97.3,1733,1839,1.01,3.5
,15.7,97.3,1737,1799,1.01,3.5
,15.7,97.3,1735,1843,1.01,3.75
,15.7,97.3,1744,1834,1.01,3.5
,15.7,97.3,1738,1833,1.01,3.41
,15.7,97.4,1741,1873,1.01,3.33
,15.7,97.4,1737,1835,1.01,3
,15.8,97.4,1739,1831,1.01,3.41
,15.7,97.4,1737,1835,1.01,3.25
,15.7,97.5,1741,1840,1.01,4
,15.7,97.5,1742,1839,1.01,3.5
,15.7,97.6,1750,1842,1.01,3.33
,15.7,97.6,1729,1839,1.01,3.5
,15.7,97.6,1739,1828,1.01,3.58
,15.7,97.6,1736,1837,1.01,3.58
,15.7,97.6,1741,1838,1.01,3.33
,15.7,97.6,1742,1827,1.01,3.83
,15.7,97.6,1743,1840,1.01,3.25
,15.7,97.6,1739,1833,1.01,3.91
,15.7,97.7,1744,1840,1.01,3.66
,15.7,97.7,1743,1836,1.01,4
,15.7,97.7,1841,1831,1.01,4.08
,15.7,97.7,1817,1834,1.01,3.66
,15.7,97.7,1744,1822,1.01,3.5
,15.7,97.7,1744,1825,1.01,3.75
,15.7,97.8,1791,1831,1.01,3.75
,15.7,97.9,1734,1819,1.01,3.75
,15.7,97.9,1727,1821,1.01,3.5
,15.7,97.9,1743,1837,1.01,3.33
,15.7,97.9,1744,1840,1.01,3.91
,15.7,97.9,1741,1843,1.01,3.66
,15.7,98,1739,1846,1.01,3.66
,15.7,98,1739,1835,1.01,3.41
,15.7,98,1742,1837,1.01,4.16
,15.7,98,1733,1873,1.01,3.66
,15.7,98,1744,1840,1.01,3.25
,15.7,98,1744,1845,1.01,3.75
,15.7,98,1780,1835,1.01,3.75
,15.7,98.1,1739,1839,1.01,4.41
,15.7,98.1,1746,1847,1.01,3.91
,15.7,98.1,1741,1842,1.01,3.75
,15.7,98.2,1727,1833,1.01,3.91
,15.7,98.2,1744,1835,1.01,3.41
,15.7,98.2,1744,1830,1.01,4.66
,15.7,98.2,1655,1840,1.01,4.16
,15.7,98.2,1746,1842,1.01,4.25
,15.7,98.3,1747,1831,1.01,4.08
,15.7,98.3,1747,1840,1.01,3.91
,15.7,98.3,1740,1833,1.01,3.58
,15.8,98.4,1745,1840,1.01,3.5
,15.7,98.3,1744,1840,1.01,3.75
,15.7,98.3,1737,1847,1.01,3.75
,15.7,98.3,1744,1837,1.01,4.25
,15.7,98.3,1746,1840,1.01,3.91
,15.7,98.4,1758,1841,1.01,4.08
,15.8,98.4,1734,1834,1.01,5
,15.8,98.5,1746,1843,1.01,4.08
,15.7,98.4,1748,1840,1.01,3.83
,15.8,98.5,1744,1843,1.01,4.33
,15.8,98.5,1732,1819,1.01,4
,15.8,98.5,1748,1814,1.01,4.33
,15.8,98.5,1735,1819,1.01,3.33
,15.8,98.5,1770,1829,1.01,3.58
,15.7,98.5,1739,1817,1.01,3.83
,15.7,98.5,1744,1827,1.01,4.08
,15.7,98.6,1749,1911,1.01,3.75
,15.8,98.6,1749,1840,1.01,3.91
,15.8,98.7,1747,1840,1.01,3.75
,15.7,98.6,1748,1838,1.01,3.66
,15.7,98.6,1744,1840,1.01,4.16
,15.8,98.6,1750,1805,1.01,4.16
,15.8,98.7,1747,1859,1.01,4.16
,15.8,98.7,1778,1855,1.01,4.41
,15.7,98.7,1738,1833,1.01,4.25
,15.8,98.7,1753,1841,1.01,3.5
,15.7,98.7,1750,1840,1.01,3.58
,15.8,98.8,1750,1843,1.01,3.91
,15.8,98.8,1745,1844,1.01,4.33
,15.8,98.8,1787,1840,1.01,3.75
,15.8,98.8,1750,1836,1.01,4.5
,15.7,98.7,1744,1829,1.01,4.41
,15.7,98.8,1741,1823,1.01,3.66
,15.7,98.8,1755,1846,1.01,4.08
,15.8,98.8,1744,1837,1.01,3.91
,15.8,98.9,1751,1837,1.01,4.83
,15.8,98.8,1754,1827,1.01,4.41
,15.8,98.9,1750,1827,1.01,4.91
,15.8,98.9,1751,1826,1.01,3.58
,15.8,99,1757,1842,1.01,4.41
,15.7,98.9,1755,1840,1.01,4.16
,15.7,99,1751,1831,1.01,4.41
,15.7,99,1757,1838,1.01,5
,15.7,99,1745,1841,1.01,4.66
,15.7,99,1751,1839,1.01,3.91
,15.7,99.1,1744,1835,1.01,4
,15.7,99.1,1749,1834,1.01,4.41
,15.7,99.1,1755,1838,1.01,4.5
,15.7,99.1,1751,1840,1.01,3.91
,15.7,99.2,1775,1841,1.01,4.33
,15.7,99.2,1754,1841,1.01,4.16
,15.7,99.2,1747,1910,1.01,4.33
,15.8,99.2,1750,1838,1.01,4.33
,15.7,99.2,1763,1843,1.01,4.25
,15.7,99.2,1754,1841,1.01,3.75
,15.7,99.2,1754,1837,1.01,4.08
,15.7,99.2,1757,1841,1.01,4.58
,15.7,99.2,1759,1843,1.01,4.41
,15.8,99.2,1755,1859,1.01,4.33
,15.8,99.2,1758,1841,1.01,3.75
,15.8,99.2,1759,1840,1.01,4.58
,15.7,99.2,1759,1842,1.01,4.08
,15.7,99.2,1743,1825,1.01,4.25
,15.8,99.3,1759,1830,1.01,4.75
,15.8,99.2,1757,1843,1.01,3.66
,15.8,99.3,1756,1845,1.01,4.33
,15.8,99.3,1758,1841,1.01,4.91
,15.7,99.3,1762,1862,1.01,4.58
,15.8,99.3,1754,1829,1.01,4.5
,15.7,99.3,1761,1839,1.01,4.66
,15.8,99.4,1757,1836,1.01,4.33
,15.8,99.4,1765,1845,1.01,4.33
,15.7,99.4,1758,1839,1.01,4.66
,15.8,99.4,1754,1835,1.01,3.58
,15.7,99.4,1760,1840,1.01,4.75
,15.8,99.4,1747,1829,1.01,4.25
,15.8,99.4,1756,1840,1.01,4.08
,15.7,99.4,1759,1810,1.01,4.41
,15.8,99.4,1762,1840,1.01,4
,15.7,99.5,1759,1840,1.01,4.5
,15.7,99.5,1760,1840,1.01,4.83
,15.7,99.5,1755,1840,1.01,4.91
,15.8,99.5,1759,1840,1.01,4.33
,15.7,99.5,1745,1841,1.01,4.41
,15.7,99.5,1759,1830,1.01,4
,15.7,99.5,1763,1839,1.01,4.41
,15.7,99.6,1755,1840,1.01,4.16
,15.7,99.6,1763,1840,1.01,4.83
,15.7,99.6,1759,1834,1.01,4.66
,15.7,99.6,1761,1841,1.01,4.25
,15.7,99.7,1760,1835,1.01,4.75
,15.7,99.7,1763,1845,1.01,4.75
,15.7,99.7,1759,1841,1.01,5
,15.7,99.7,1744,1827,1.01,3.83
,15.7,99.7,1747,1847,1.01,4.33
,15.7,99.8,1753,1821,1.01,4.5
,15.7,99.8,1786,1846,1.01,4.08
,15.7,99.8,1761,1840,1.01,3.66
,15.7,99.8,1753,1842,1.01,4.5
,15.7,99.8,1761,1842,1.01,4.41
,15.7,99.8,1758,1840,1.01,4.83
,15.7,99.8,1765,1843,1.01,4.25
,15.7,99.8,1759,1842,1.01,4.33
,15.7,99.8,1772,1845,1.01,4.58
,15.7,99.8,1759,1841,1.01,4
,15.7,99.8,1772,1846,1.01,4.83
,15.7,99.9,1764,1843,1.01,4.41
,15.7,99.9,1776,1844,1.01,4
,15.7,99.9,1753,1847,1.01,4.58
,15.7,99.9,1681,1846,1.01,4.41
,15.7,99.9,1761,1841,1.01,4.91
,15.7,99.9,1763,1843,1.01,4.66
,15.7,99.9,1822,1845,1.01,4.58
,15.7,99.9,1767,1914,1.01,4.91
,15.7,99.9,1762,1840,1.01,5.25
,15.7,99.9,1767,1847,1.01,5.16
,15.7,99.9,1840,1843,1.01,4.91
,15.7,99.9,1769,1846,1.01,5.16
,15.7,99.9,1766,1893,1.01,4.5
,15.7,99.9,1766,1844,1.01,4.58
,15.7,99.9,1754,1853,1.01,5.08
,15.7,99.9,1766,1841,1.01,5.25
,15.7,99.9,1763,1840,1.01,5.08
,15.7,99.9,1764,1843,1.01,5.08
,15.7,99.9,1765,1841,1.01,4.66
,15.7,99.9,1767,1828,1.01,5.33
,15.7,99.9,1772,1850,1.01,4.5
,15.7,99.9,1766,1842,1.01,5.16
,15.7,99.9,1776,1839,1.01,4.75
,15.7,99.9,1758,1835,1.01,5.41
,15.7,99.9,1771,1840,1.01,5.66
,15.7,99.9,1763,1846,1.01,4.91
,15.7,99.9,1746,1846,1.01,5.25
,15.7,99.9,1772,1841,1.01,5.33
,15.7,99.9,1769,1840,1.01,5.16
,15.7,99.9,1767,1837,1.01,4.41
,15.7,99.9,1782,1843,1.01,5.33
,15.7,99.9,1746,1845,1.01,5.58
,15.7,99.9,1767,1834,1.01,5
,15.7,99.9,1773,1841,1.01,4.91
,15.7,99.9,1774,1843,1.01,4.91
,15.7,99.9,1757,1851,1.01,5.08
,15.7,99.9,1712,1841,1.01,5.16
,15.7,99.9,1767,1845,1.01,5
,15.7,99.9,1767,1846,1.01,5.33
,15.7,99.9,1765,1842,1.01,5.66
,15.7,99.9,1773,1842,1.01,4.58
,15.7,99.9,1761,1843,1.01,5.33
,15.7,99.9,1774,1843,1.01,4.58
,15.7,99.9,1773,1842,1.01,5.66
,15.7,99.9,1808,1824,1.01,4.83
,15.7,99.9,1769,1846,1.01,5.16
,15.7,99.9,1767,1830,1.01,5.75
,15.7,99.9,1765,1834,1.01,5.16
,15.7,99.9,1767,1842,1.01,5.33
,15.7,99.9,1771,1840,1.01,5.83
,15.7,99.9,1763,1834,1.01,4.83
,15.7,99.9,1753,1829,1.01,4.66
,15.7,99.9,1703,1841,1.01,5.33
,15.7,99.9,1776,1834,1.01,5.25
,15.7,99.9,1776,1850,1.01,5.33
,15.7,99.9,1764,1832,1.01,5.33
,15.7,99.9,1755,1840,1.01,4.91
,15.7,99.9,1773,1842,1.01,5
,15.7,99.9,1776,1850,1.01,5.41
,15.7,99.9,1776,1840,1.01,5.33
,15.7,99.9,1775,1845,1.01,5.75
,15.7,99.9,1776,1843,1.01,5.33
,15.7,99.9,1776,1847,1.01,5.25
,15.7,99.9,1771,1845,1.01,5.91
,15.7,99.9,1774,1842,1.01,5.08
,15.7,99.9,1778,1844,1.01,5.41
,15.7,99.9,1776,1843,1.01,4.83
,15.7,99.9,1776,1845,1.01,4.91
,15.7,99.9,1759,1826,1.01,5.25
,15.7,99.9,1767,1839,1.01,5.33
,15.7,99.9,1776,1847,1.01,5.33
,15.7,99.9,1776,1791,1.01,5.16
,15.7,99.9,1776,1841,1.01,4.91
,15.7,99.9,1777,1843,1.01,5.08
,15.7,99.9,1764,1830,1.01,5.41
,15.7,99.9,1773,1844,1.01,5.58
,15.7,99.9,1779,1829,1.01,5.33
,15.7,99.9,1776,1847,1.01,5.33
,15.7,99.9,1762,1823,1.01,5.75
,15.7,99.9,1775,1842,1.01,5.75
,15.7,99.9,1773,1843,1.01,6
,15.7,99.9,1777,1831,1.01,5.41
,15.7,99.9,1776,1843,1.01,5.5
,15.7,99.9,1777,1853,1.01,5.25
,15.7,99.9,1775,1845,1.01,5.41
,15.7,99.9,1776,1857,1.01,5.66
,15.7,99.9,1776,1845,1.01,5.58
,15.7,99.9,1776,1858,1.01,5.41
,15.7,99.9,1777,1842,1.01,5.5
,15.7,99.9,1791,1839,1.01,5.5
,15.7,99.9,1759,1837,1.01,4.91
,15.7,99.9,1778,1842,1.01,5.08
,15.7,99.9,1780,1846,1.01,5.25
,15.7,99.9,1766,1828,1.01,5.5
,15.7,99.9,1779,1829,1.01,5
,15.7,99.9,1783,1846,1.01,5.25
,15.7,99.9,1776,1839,1.01,4.66
,15.7,99.9,1780,1840,1.01,5.25
,15.7,99.9,1790,1808,1.01,4.58
,15.7,99.9,1744,1840,1.01,5.25
,15.7,99.9,1757,1847,1.01,5.75
